codigo_sku,nome_peca,fabricante,quantidade_estoque,localizacao_corredor,preco_venda
SCR-30935-B,Cabo de Vela Moura - Corolla,Moura,46,COR-3-A,677.32
SCR-98376-X,Sensor de Oxigênio NGK - HB20,NGK,103,COR-3-A,728.07
SCR-80187-A,Sensor de Oxigênio Fram - Civic,Fram,135,COR-7-C,699.96
SCR-69623-B,Junta Homocinética Moura - Corolla,Moura,103,COR-20-A,628.67
SCR-95988-X,Filtro de Óleo Cofap - HB20,Cofap,19,COR-20-C,261.48
SCR-83928-X,Bomba d'Água Moura - Gol G5,Moura,116,COR-18-A,1021.69
SCR-64709-X,Bomba d'Água Moura - Hilux,Moura,142,COR-1-C,819.82
SCR-16391-X,Lâmpada H4 NGK - Palio,NGK,32,COR-8-B,361.82
SCR-66687-B,Radiador Bosch - Hilux,Bosch,116,COR-18-C,934.22
SCR-84238-B,Cabo de Vela Nakata - Fiat Uno,Nakata,92,COR-18-C,1135.15
SCR-64570-B,Correia Dentada Nakata - Gol G5,Nakata,37,COR-3-C,519.0
SCR-76707-X,Lâmpada H4 Fram - Onix,Fram,53,COR-12-C,354.5
SCR-79100-A,Bateria 60Ah Moura - Onix,Moura,35,COR-13-C,993.19
SCR-90008-B,Pastilha de Freio Nakata - Palio,Nakata,3,COR-14-A,834.65
SCR-42143-X,Junta Homocinética Fram - Onix,Fram,62,COR-14-A,54.51
SCR-35981-A,Vela de Ignição NGK - Compass,NGK,93,COR-2-B,300.05
SCR-81009-B,Pivô de Suspensão Monroe - HB20,Monroe,14,COR-11-C,593.89
SCR-18144-B,Cabo de Vela Nakata - Gol G5,Nakata,148,COR-2-B,383.7
SCR-77539-A,Radiador Bosch - Onix,Bosch,135,COR-9-A,1008.87
SCR-18421-B,Lâmpada H4 Magneti Marelli - Palio,Magneti Marelli,74,COR-15-B,150.74
SCR-56326-B,Vela de Ignição Nakata - Civic,Nakata,130,COR-20-C,296.79
SCR-36827-X,Filtro de Óleo Nakata - Palio,Nakata,134,COR-17-B,872.18
SCR-58613-A,Pivô de Suspensão Cofap - Compass,Cofap,59,COR-10-A,389.58
SCR-72033-A,Palheta Magneti Marelli - Palio,Magneti Marelli,21,COR-5-A,887.06
SCR-78856-A,Junta Homocinética Nakata - Gol G5,Nakata,135,COR-7-A,361.11
SCR-56814-B,Filtro de Óleo Monroe - Compass,Monroe,99,COR-16-B,199.23
SCR-42668-X,Lâmpada H4 Moura - Compass,Moura,82,COR-7-C,140.17
SCR-93115-A,Filtro de Óleo Cofap - Gol G5,Cofap,80,COR-10-C,1085.46
SCR-18727-A,Correia Dentada Nakata - Compass,Nakata,30,COR-20-B,382.09
SCR-49917-B,Sensor de Oxigênio Fram - Corolla,Fram,33,COR-8-C,756.61
SCR-47170-A,Vela de Ignição Bosch - Palio,Bosch,23,COR-15-A,177.11
SCR-90572-A,Junta Homocinética Nakata - Palio,Nakata,51,COR-1-B,845.08
SCR-18951-X,Cabo de Vela Fram - Compass,Fram,99,COR-16-B,591.18
SCR-71708-B,Pivô de Suspensão Moura - HB20,Moura,126,COR-18-C,232.04
SCR-65069-X,Cabo de Vela Nakata - Onix,Nakata,33,COR-11-A,687.43
SCR-97594-B,Bomba d'Água Monroe - Fiat Uno,Monroe,111,COR-10-C,855.32
SCR-61450-B,Pivô de Suspensão Moura - Onix,Moura,128,COR-7-A,118.11
SCR-15013-X,Cabo de Vela Magneti Marelli - Compass,Magneti Marelli,144,COR-12-A,335.05
SCR-51498-X,Bateria 60Ah Nakata - Civic,Nakata,132,COR-12-C,862.72
SCR-10779-X,Palheta Moura - Fiat Uno,Moura,103,COR-13-C,780.02
SCR-55299-A,Radiador Fram - Onix,Fram,49,COR-5-C,880.82
SCR-35285-A,Amortecedor Bosch - Onix,Bosch,73,COR-1-A,442.6
SCR-44495-X,Palheta Nakata - Gol G5,Nakata,47,COR-15-C,599.24
SCR-65003-A,Amortecedor Magneti Marelli - Palio,Magneti Marelli,134,COR-15-B,171.18
SCR-65647-A,Vela de Ignição NGK - HB20,NGK,71,COR-10-A,1083.93
SCR-13951-X,Amortecedor Cofap - Civic,Cofap,14,COR-18-A,1117.49
SCR-88381-B,Bateria 60Ah Bosch - HB20,Bosch,87,COR-16-B,560.45
SCR-86179-A,Lâmpada H4 Nakata - Hilux,Nakata,97,COR-19-A,56.33
SCR-74936-A,Pivô de Suspensão Monroe - Civic,Monroe,99,COR-12-A,265.2
SCR-83709-A,Correia Dentada Magneti Marelli - Palio,Magneti Marelli,124,COR-5-B,1142.54
SCR-26480-X,Disco de Freio Magneti Marelli - Fiat Uno,Magneti Marelli,69,COR-11-A,470.52
SCR-82270-A,Correia Dentada Monroe - HB20,Monroe,49,COR-13-B,999.22
SCR-43066-A,Pivô de Suspensão Cofap - Fiat Uno,Cofap,115,COR-9-C,67.77
SCR-19620-X,Lâmpada H4 Moura - Onix,Moura,44,COR-10-B,71.12
SCR-99868-B,Pivô de Suspensão NGK - Corolla,NGK,101,COR-5-C,793.3
SCR-99033-A,Bateria 60Ah Magneti Marelli - Palio,Magneti Marelli,32,COR-3-A,311.27
SCR-28332-X,Lâmpada H4 Fram - Corolla,Fram,95,COR-9-A,116.44
SCR-72933-X,Palheta Monroe - Civic,Monroe,94,COR-11-C,86.0
SCR-53433-X,Cabo de Vela NGK - Onix,NGK,63,COR-13-B,993.47
SCR-86188-A,Correia Dentada Monroe - Hilux,Monroe,10,COR-12-C,458.05
SCR-30524-B,Bomba d'Água Bosch - Civic,Bosch,29,COR-13-C,1086.09
SCR-89384-B,Lâmpada H4 Nakata - Corolla,Nakata,1,COR-12-C,426.76
SCR-19523-B,Radiador NGK - Fiat Uno,NGK,21,COR-20-C,1131.76
SCR-43658-A,Amortecedor NGK - Hilux,NGK,140,COR-8-B,916.31
SCR-45968-X,Sensor de Oxigênio Nakata - Hilux,Nakata,125,COR-11-B,74.09
SCR-54177-B,Cabo de Vela Bosch - Fiat Uno,Bosch,89,COR-8-C,324.36
SCR-68327-X,Bomba d'Água Bosch - Onix,Bosch,26,COR-16-B,909.4
SCR-56109-B,Lâmpada H4 Monroe - Compass,Monroe,23,COR-10-A,82.67
SCR-48803-X,Lâmpada H4 Monroe - Palio,Monroe,149,COR-18-A,158.23
SCR-32742-A,Palheta Bosch - Compass,Bosch,130,COR-3-C,534.96
SCR-75761-A,Bateria 60Ah Magneti Marelli - Civic,Magneti Marelli,133,COR-7-B,1172.85
SCR-19233-B,Pastilha de Freio Moura - Palio,Moura,99,COR-9-B,30.24
SCR-78684-X,Pastilha de Freio Magneti Marelli - Corolla,Magneti Marelli,17,COR-20-B,668.97
SCR-12150-B,Lâmpada H4 Nakata - Fiat Uno,Nakata,70,COR-17-B,429.02
SCR-66522-X,Radiador Bosch - Hilux,Bosch,51,COR-8-C,762.4
SCR-80574-B,Pastilha de Freio Monroe - Compass,Monroe,12,COR-15-C,984.27
SCR-78493-X,Pivô de Suspensão Fram - Gol G5,Fram,141,COR-19-A,562.3
SCR-66857-B,Palheta Fram - HB20,Fram,120,COR-10-B,863.66
SCR-71265-B,Correia Dentada Moura - Onix,Moura,118,COR-8-A,313.86
SCR-98449-B,Filtro de Óleo Moura - Fiat Uno,Moura,13,COR-2-B,969.8
SCR-60088-B,Palheta NGK - Hilux,NGK,22,COR-18-A,362.5
SCR-95051-X,Sensor de Oxigênio Monroe - Gol G5,Monroe,21,COR-3-B,445.68
SCR-70258-X,Filtro de Óleo Fram - Civic,Fram,50,COR-9-A,615.04
SCR-77951-A,Lâmpada H4 Cofap - Fiat Uno,Cofap,49,COR-3-B,918.27
SCR-99621-B,Bomba d'Água NGK - HB20,NGK,113,COR-10-B,1102.26
SCR-40159-X,Radiador Monroe - Fiat Uno,Monroe,139,COR-7-A,777.51
SCR-30174-B,Pivô de Suspensão Fram - Corolla,Fram,131,COR-5-A,557.21
SCR-55227-X,Sensor de Oxigênio Bosch - Onix,Bosch,80,COR-14-C,286.15
SCR-29929-A,Cabo de Vela NGK - Civic,NGK,70,COR-3-A,659.53
SCR-28533-B,Bomba d'Água Bosch - Gol G5,Bosch,18,COR-2-C,818.11
SCR-24508-X,Sensor de Oxigênio NGK - Civic,NGK,69,COR-20-B,1041.87
SCR-85359-X,Vela de Ignição Moura - Civic,Moura,69,COR-4-A,384.43
SCR-55849-B,Vela de Ignição Cofap - Corolla,Cofap,84,COR-13-A,899.44
SCR-24261-B,Palheta Monroe - Gol G5,Monroe,89,COR-15-C,345.02
SCR-72817-B,Disco de Freio NGK - Palio,NGK,131,COR-7-B,1076.78
SCR-93573-A,Pastilha de Freio Nakata - Onix,Nakata,131,COR-2-C,21.36
SCR-14880-B,Pastilha de Freio Magneti Marelli - Hilux,Magneti Marelli,53,COR-17-B,1175.92
SCR-62838-B,Disco de Freio NGK - Palio,NGK,91,COR-3-A,76.81
SCR-43538-A,Correia Dentada Nakata - Civic,Nakata,99,COR-13-B,78.19
SCR-99338-X,Disco de Freio NGK - HB20,NGK,21,COR-20-B,813.23
SCR-39198-X,Lâmpada H4 Bosch - Gol G5,Bosch,121,COR-16-A,329.73
SCR-70792-B,Radiador Magneti Marelli - Palio,Magneti Marelli,69,COR-6-B,756.18
SCR-47600-X,Pastilha de Freio Fram - Civic,Fram,137,COR-9-B,422.3
SCR-23563-B,Sensor de Oxigênio Moura - Onix,Moura,50,COR-9-C,66.48
SCR-35021-X,Disco de Freio Monroe - Fiat Uno,Monroe,150,COR-10-C,88.77
SCR-79775-X,Correia Dentada Bosch - Palio,Bosch,113,COR-18-C,1169.89
SCR-52267-A,Cabo de Vela NGK - Civic,NGK,144,COR-4-B,937.24
SCR-92733-B,Bateria 60Ah Bosch - Fiat Uno,Bosch,80,COR-7-B,376.68
SCR-32372-A,Radiador NGK - Onix,NGK,33,COR-3-C,573.91
SCR-73234-A,Sensor de Oxigênio Monroe - Hilux,Monroe,61,COR-11-A,353.94
SCR-64358-X,Bomba d'Água Monroe - Corolla,Monroe,14,COR-15-B,1006.99
SCR-61274-B,Cabo de Vela Magneti Marelli - Hilux,Magneti Marelli,122,COR-1-C,122.42
SCR-37056-X,Filtro de Óleo NGK - Palio,NGK,128,COR-16-A,388.52
SCR-11709-B,Sensor de Oxigênio Monroe - Hilux,Monroe,146,COR-1-C,583.59
SCR-76406-X,Cabo de Vela Bosch - Onix,Bosch,50,COR-6-C,182.5
SCR-63393-X,Sensor de Oxigênio Bosch - Compass,Bosch,118,COR-15-C,237.56
SCR-96551-B,Bomba d'Água Fram - Gol G5,Fram,114,COR-19-B,660.28
SCR-81316-X,Amortecedor Bosch - Corolla,Bosch,55,COR-3-A,249.16
SCR-87381-B,Lâmpada H4 Monroe - Onix,Monroe,126,COR-16-C,823.59
SCR-95678-A,Junta Homocinética Magneti Marelli - Hilux,Magneti Marelli,5,COR-17-C,277.26
SCR-95072-B,Radiador Moura - Compass,Moura,147,COR-19-B,940.39
SCR-96068-A,Disco de Freio Magneti Marelli - Fiat Uno,Magneti Marelli,61,COR-6-B,661.69
SCR-14077-A,Bomba d'Água Moura - Fiat Uno,Moura,147,COR-7-A,1184.38
SCR-28719-X,Amortecedor Fram - Civic,Fram,49,COR-11-B,558.34
SCR-39741-B,Bomba d'Água Monroe - HB20,Monroe,30,COR-8-C,546.92
SCR-28525-B,Cabo de Vela Monroe - Palio,Monroe,139,COR-8-C,945.66
SCR-46154-A,Radiador Magneti Marelli - HB20,Magneti Marelli,140,COR-1-C,925.52
SCR-55225-B,Filtro de Óleo NGK - Corolla,NGK,50,COR-8-B,691.62
SCR-58844-A,Amortecedor Magneti Marelli - Hilux,Magneti Marelli,71,COR-15-C,579.56
SCR-92753-B,Lâmpada H4 Moura - Fiat Uno,Moura,83,COR-20-B,811.42
SCR-43472-B,Junta Homocinética Magneti Marelli - Compass,Magneti Marelli,72,COR-15-C,1110.67
SCR-41017-A,Correia Dentada Monroe - Fiat Uno,Monroe,35,COR-13-B,150.3
SCR-57544-A,Correia Dentada Magneti Marelli - Hilux,Magneti Marelli,90,COR-4-C,1128.02
SCR-23028-X,Radiador Fram - Onix,Fram,120,COR-20-C,197.89
SCR-87784-B,Pastilha de Freio Monroe - Civic,Monroe,131,COR-18-A,625.1
SCR-15441-X,Filtro de Óleo Magneti Marelli - Civic,Magneti Marelli,18,COR-15-C,794.7
SCR-36983-A,Correia Dentada Monroe - Compass,Monroe,148,COR-4-C,988.8
SCR-34393-A,Radiador Moura - Palio,Moura,2,COR-13-C,1055.86
SCR-56098-A,Cabo de Vela Cofap - Hilux,Cofap,0,COR-18-B,51.92
SCR-83465-B,Bomba d'Água Magneti Marelli - Fiat Uno,Magneti Marelli,149,COR-20-A,236.96
SCR-44361-A,Palheta Fram - Fiat Uno,Fram,94,COR-17-C,1197.28
SCR-82915-X,Amortecedor Magneti Marelli - Compass,Magneti Marelli,59,COR-5-A,396.21
SCR-55599-B,Vela de Ignição NGK - Onix,NGK,60,COR-6-A,855.25
SCR-79911-B,Filtro de Óleo Nakata - Hilux,Nakata,56,COR-10-C,667.89
SCR-91105-B,Radiador Fram - HB20,Fram,22,COR-18-A,439.46
SCR-39542-B,Pastilha de Freio Nakata - Palio,Nakata,84,COR-5-C,299.51
SCR-94103-X,Junta Homocinética Cofap - Corolla,Cofap,42,COR-16-B,452.74
SCR-89182-A,Pivô de Suspensão Magneti Marelli - Onix,Magneti Marelli,131,COR-2-A,947.2
SCR-72749-B,Cabo de Vela Magneti Marelli - Compass,Magneti Marelli,91,COR-16-B,28.04
SCR-29200-A,Correia Dentada NGK - Corolla,NGK,96,COR-18-A,635.8
SCR-13261-A,Cabo de Vela NGK - Hilux,NGK,2,COR-9-A,177.88
SCR-93356-A,Bomba d'Água NGK - Palio,NGK,104,COR-20-C,495.69
SCR-80817-A,Lâmpada H4 Fram - Fiat Uno,Fram,72,COR-16-B,334.46
SCR-22303-B,Cabo de Vela Cofap - Onix,Cofap,36,COR-6-A,520.01
SCR-50679-A,Sensor de Oxigênio Cofap - Palio,Cofap,22,COR-18-C,746.36
SCR-28556-B,Sensor de Oxigênio Fram - Compass,Fram,134,COR-3-C,429.57
SCR-24850-X,Disco de Freio Monroe - Hilux,Monroe,63,COR-20-B,1030.36
SCR-10393-A,Sensor de Oxigênio Monroe - Fiat Uno,Monroe,69,COR-7-C,789.5
SCR-73535-X,Bateria 60Ah Fram - Palio,Fram,110,COR-17-A,769.71
SCR-66235-B,Bomba d'Água Nakata - Compass,Nakata,147,COR-8-A,299.22
SCR-43200-X,Filtro de Óleo Monroe - Compass,Monroe,28,COR-8-C,141.42
SCR-71886-B,Disco de Freio Nakata - Fiat Uno,Nakata,98,COR-20-B,822.12
SCR-26266-B,Sensor de Oxigênio Moura - HB20,Moura,53,COR-11-A,98.34
SCR-17002-X,Vela de Ignição Fram - Corolla,Fram,54,COR-3-B,1012.38
SCR-99250-X,Vela de Ignição Magneti Marelli - HB20,Magneti Marelli,29,COR-7-A,122.46
SCR-77707-B,Amortecedor Nakata - Onix,Nakata,99,COR-10-C,524.36
SCR-25151-A,Correia Dentada Nakata - HB20,Nakata,11,COR-2-A,101.35
SCR-60522-B,Cabo de Vela Cofap - Palio,Cofap,47,COR-19-A,268.51
SCR-56234-B,Vela de Ignição NGK - Palio,NGK,133,COR-7-A,576.51
SCR-15535-X,Lâmpada H4 Magneti Marelli - Gol G5,Magneti Marelli,73,COR-20-A,793.26
SCR-29479-X,Sensor de Oxigênio Cofap - Compass,Cofap,35,COR-10-A,18.23
SCR-42026-B,Vela de Ignição NGK - Civic,NGK,99,COR-9-B,337.27
SCR-48136-X,Lâmpada H4 Cofap - Palio,Cofap,4,COR-20-C,1153.02
SCR-39030-B,Lâmpada H4 NGK - Compass,NGK,98,COR-4-B,975.37
SCR-81508-B,Filtro de Óleo Nakata - Corolla,Nakata,98,COR-13-A,873.0
SCR-63423-A,Bomba d'Água Moura - Onix,Moura,83,COR-19-B,635.36
SCR-36542-B,Amortecedor Bosch - Gol G5,Bosch,117,COR-5-C,80.87
SCR-43364-A,Bomba d'Água Fram - Onix,Fram,6,COR-18-A,1140.62
SCR-23305-X,Vela de Ignição NGK - Gol G5,NGK,84,COR-10-C,1188.56
SCR-43906-A,Vela de Ignição Nakata - Onix,Nakata,29,COR-2-C,285.71
SCR-51225-A,Palheta Fram - Fiat Uno,Fram,30,COR-9-A,752.27
SCR-48706-B,Bateria 60Ah Magneti Marelli - Hilux,Magneti Marelli,146,COR-10-B,455.54
SCR-43440-B,Disco de Freio Moura - Onix,Moura,38,COR-17-B,477.12
SCR-37936-A,Junta Homocinética Nakata - HB20,Nakata,145,COR-10-A,573.84
SCR-25948-B,Palheta Nakata - Fiat Uno,Nakata,133,COR-19-B,883.29
SCR-41596-A,Correia Dentada Fram - Hilux,Fram,140,COR-6-A,392.56
SCR-98433-A,Bateria 60Ah Cofap - Palio,Cofap,93,COR-6-B,697.93
SCR-25628-X,Radiador Moura - HB20,Moura,2,COR-1-A,428.42
SCR-50939-A,Disco de Freio Bosch - Onix,Bosch,40,COR-2-B,503.46
SCR-92681-A,Vela de Ignição Monroe - Gol G5,Monroe,89,COR-15-A,109.6
SCR-14418-B,Disco de Freio Moura - HB20,Moura,86,COR-8-C,845.27
SCR-42621-A,Bomba d'Água Fram - Palio,Fram,110,COR-19-B,501.04
SCR-47393-B,Lâmpada H4 Moura - Fiat Uno,Moura,8,COR-17-A,696.99
SCR-50115-X,Palheta Nakata - Hilux,Nakata,50,COR-11-A,881.23
SCR-23071-B,Amortecedor Magneti Marelli - Palio,Magneti Marelli,17,COR-7-C,64.21
SCR-55324-A,Pivô de Suspensão Cofap - Civic,Cofap,103,COR-19-C,1173.52
SCR-23455-B,Sensor de Oxigênio Nakata - Onix,Nakata,149,COR-8-C,43.11
SCR-92379-B,Junta Homocinética Monroe - Onix,Monroe,62,COR-16-A,798.81
SCR-57727-A,Pastilha de Freio Moura - Corolla,Moura,16,COR-2-C,184.88
SCR-66378-X,Correia Dentada Monroe - HB20,Monroe,123,COR-8-A,601.18
SCR-42993-B,Correia Dentada NGK - Fiat Uno,NGK,15,COR-5-A,788.36
SCR-97846-A,Palheta Magneti Marelli - Corolla,Magneti Marelli,140,COR-16-B,814.33
SCR-37924-A,Filtro de Óleo NGK - Compass,NGK,41,COR-4-B,359.3
SCR-99540-X,Filtro de Óleo Cofap - Fiat Uno,Cofap,28,COR-14-B,558.11
SCR-62849-X,Pastilha de Freio Fram - Hilux,Fram,150,COR-18-A,883.88
SCR-46508-A,Sensor de Oxigênio Nakata - Fiat Uno,Nakata,7,COR-3-C,692.04
SCR-20896-B,Cabo de Vela Fram - Civic,Fram,81,COR-5-C,427.99
SCR-65749-X,Pivô de Suspensão Bosch - Onix,Bosch,31,COR-19-A,513.0
SCR-41001-B,Pastilha de Freio Bosch - Palio,Bosch,96,COR-1-C,773.55
SCR-47286-B,Radiador Moura - Fiat Uno,Moura,138,COR-20-C,744.56
SCR-78596-B,Pastilha de Freio NGK - Corolla,NGK,79,COR-7-C,918.9
SCR-66315-B,Junta Homocinética Nakata - Palio,Nakata,0,COR-9-A,253.4
SCR-66712-X,Amortecedor Bosch - Corolla,Bosch,15,COR-1-A,504.53
SCR-68155-B,Sensor de Oxigênio Nakata - HB20,Nakata,77,COR-10-C,464.55
SCR-61839-X,Bomba d'Água Cofap - Compass,Cofap,88,COR-2-A,1020.61
SCR-39413-B,Cabo de Vela NGK - Fiat Uno,NGK,144,COR-13-A,798.58
SCR-37241-A,Correia Dentada Cofap - Corolla,Cofap,131,COR-5-A,1021.52
SCR-94440-X,Radiador Bosch - Hilux,Bosch,40,COR-8-B,692.33
SCR-71006-B,Bateria 60Ah Monroe - Fiat Uno,Monroe,40,COR-18-A,174.29
SCR-66443-B,Vela de Ignição Nakata - Palio,Nakata,83,COR-16-A,1129.26
SCR-71281-B,Lâmpada H4 Moura - Onix,Moura,41,COR-16-C,766.68
SCR-85200-X,Cabo de Vela Nakata - Onix,Nakata,32,COR-6-B,958.68
SCR-76136-A,Amortecedor Fram - Fiat Uno,Fram,51,COR-11-B,487.66
SCR-92156-B,Junta Homocinética Moura - Gol G5,Moura,61,COR-4-B,85.76
SCR-10412-A,Pivô de Suspensão Nakata - Fiat Uno,Nakata,129,COR-6-C,573.5
SCR-27324-A,Junta Homocinética Moura - Corolla,Moura,57,COR-10-C,160.59
SCR-13532-A,Cabo de Vela Nakata - Hilux,Nakata,104,COR-15-B,148.74
SCR-50985-B,Radiador Monroe - Civic,Monroe,60,COR-20-B,415.25
SCR-23344-A,Lâmpada H4 NGK - Palio,NGK,16,COR-12-C,627.37
SCR-10480-B,Bateria 60Ah Fram - Compass,Fram,57,COR-2-B,364.89
SCR-15675-X,Palheta Monroe - Fiat Uno,Monroe,45,COR-5-C,608.08
SCR-22612-B,Bomba d'Água Magneti Marelli - Hilux,Magneti Marelli,114,COR-18-C,530.03
SCR-27823-A,Bateria 60Ah Bosch - Onix,Bosch,41,COR-8-B,339.65
SCR-43828-B,Correia Dentada Moura - Civic,Moura,101,COR-17-B,838.68
SCR-92319-B,Junta Homocinética Nakata - HB20,Nakata,45,COR-2-B,974.88
SCR-71556-A,Vela de Ignição Nakata - Onix,Nakata,92,COR-2-B,954.0
SCR-82587-A,Sensor de Oxigênio Bosch - Corolla,Bosch,12,COR-12-C,836.52
SCR-34222-B,Pivô de Suspensão Moura - Fiat Uno,Moura,56,COR-15-A,866.63
SCR-91601-A,Lâmpada H4 Nakata - Palio,Nakata,110,COR-12-A,1052.7
SCR-45022-B,Junta Homocinética Fram - Onix,Fram,97,COR-1-B,316.81
SCR-79508-A,Cabo de Vela Monroe - Fiat Uno,Monroe,116,COR-9-B,713.92
SCR-51821-A,Pivô de Suspensão Fram - Civic,Fram,78,COR-5-B,244.61
SCR-75487-B,Lâmpada H4 Cofap - Compass,Cofap,140,COR-4-A,1135.94
SCR-55619-A,Cabo de Vela Monroe - Palio,Monroe,43,COR-11-B,1192.02
SCR-56739-B,Correia Dentada Monroe - Civic,Monroe,117,COR-12-B,865.17
SCR-16908-A,Pastilha de Freio Monroe - Palio,Monroe,64,COR-17-A,437.98
SCR-94281-A,Palheta NGK - Corolla,NGK,3,COR-6-A,258.09
SCR-43751-A,Disco de Freio Fram - Onix,Fram,14,COR-17-C,932.29
SCR-70788-B,Bateria 60Ah Monroe - Palio,Monroe,40,COR-12-B,784.06
SCR-71808-X,Cabo de Vela Nakata - Compass,Nakata,142,COR-17-C,59.16
SCR-55230-A,Lâmpada H4 Monroe - Hilux,Monroe,51,COR-8-B,952.08
SCR-17996-X,Radiador Magneti Marelli - Fiat Uno,Magneti Marelli,111,COR-2-C,624.33
SCR-13342-A,Vela de Ignição NGK - Palio,NGK,28,COR-1-C,633.32
SCR-36185-B,Sensor de Oxigênio Magneti Marelli - Gol G5,Magneti Marelli,102,COR-1-C,1035.56
SCR-44993-B,Pivô de Suspensão Moura - Corolla,Moura,19,COR-17-B,673.76
SCR-86231-B,Filtro de Óleo Nakata - Corolla,Nakata,129,COR-2-C,427.57
SCR-82150-X,Amortecedor Moura - Gol G5,Moura,83,COR-10-B,427.71
SCR-81046-X,Cabo de Vela NGK - Fiat Uno,NGK,2,COR-15-B,1163.03
SCR-93551-B,Pivô de Suspensão Magneti Marelli - Gol G5,Magneti Marelli,39,COR-4-C,96.6
SCR-62152-X,Correia Dentada Fram - Onix,Fram,105,COR-2-C,951.19
SCR-37548-B,Bateria 60Ah Magneti Marelli - Gol G5,Magneti Marelli,148,COR-7-C,535.88
SCR-93530-A,Junta Homocinética Fram - HB20,Fram,11,COR-15-C,375.69
SCR-96864-A,Vela de Ignição Magneti Marelli - Compass,Magneti Marelli,35,COR-20-A,28.38
SCR-30158-X,Lâmpada H4 Cofap - Civic,Cofap,46,COR-19-B,894.85
SCR-17707-A,Pivô de Suspensão NGK - Corolla,NGK,92,COR-13-A,1108.36
SCR-25159-B,Bomba d'Água Cofap - Fiat Uno,Cofap,45,COR-8-A,846.15
SCR-25905-X,Radiador NGK - Fiat Uno,NGK,86,COR-14-A,186.79
SCR-64147-X,Pastilha de Freio Bosch - Corolla,Bosch,15,COR-10-B,606.19
SCR-73562-A,Vela de Ignição Cofap - Hilux,Cofap,94,COR-1-A,52.69
SCR-29166-X,Pastilha de Freio Moura - HB20,Moura,81,COR-7-B,896.0
SCR-24761-B,Correia Dentada Bosch - Corolla,Bosch,144,COR-12-C,233.25
SCR-62859-A,Palheta Magneti Marelli - Onix,Magneti Marelli,52,COR-11-C,611.72
SCR-56845-A,Junta Homocinética Moura - Compass,Moura,97,COR-7-B,188.93
SCR-66346-B,Bateria 60Ah Nakata - Gol G5,Nakata,113,COR-17-A,748.32
SCR-14961-A,Cabo de Vela Magneti Marelli - Civic,Magneti Marelli,142,COR-9-B,242.78
SCR-79117-X,Vela de Ignição Magneti Marelli - Corolla,Magneti Marelli,102,COR-8-A,825.04
SCR-70937-X,Sensor de Oxigênio Monroe - Corolla,Monroe,56,COR-9-B,632.69
SCR-77491-B,Radiador Nakata - Compass,Nakata,28,COR-20-B,390.08
SCR-47672-A,Cabo de Vela Magneti Marelli - Compass,Magneti Marelli,52,COR-9-A,1042.05
SCR-22604-X,Correia Dentada Monroe - Onix,Monroe,18,COR-2-A,250.4
SCR-59724-X,Amortecedor NGK - Palio,NGK,34,COR-4-B,1157.13
SCR-65511-A,Correia Dentada Moura - Compass,Moura,82,COR-1-A,149.32
SCR-53509-A,Amortecedor Bosch - HB20,Bosch,20,COR-1-B,1161.02
SCR-62288-X,Amortecedor Moura - Gol G5,Moura,66,COR-5-C,698.34
SCR-77357-X,Disco de Freio NGK - Onix,NGK,107,COR-3-B,315.82
SCR-74000-A,Correia Dentada Moura - Palio,Moura,68,COR-19-C,277.76
SCR-59940-B,Radiador NGK - HB20,NGK,80,COR-10-C,1073.39
SCR-28755-B,Bomba d'Água NGK - Palio,NGK,102,COR-9-C,215.2
SCR-93742-A,Pastilha de Freio Magneti Marelli - HB20,Magneti Marelli,105,COR-1-A,76.76
SCR-68129-B,Filtro de Óleo Magneti Marelli - Corolla,Magneti Marelli,123,COR-12-B,337.26
SCR-76804-B,Lâmpada H4 Cofap - Compass,Cofap,58,COR-12-B,861.21
SCR-92925-A,Vela de Ignição Monroe - Civic,Monroe,87,COR-9-C,562.03
SCR-74564-B,Amortecedor Fram - Gol G5,Fram,8,COR-2-A,610.4
SCR-38133-A,Bomba d'Água Fram - Onix,Fram,132,COR-8-B,886.43
SCR-57245-A,Pastilha de Freio Fram - Civic,Fram,122,COR-9-A,181.49
SCR-41093-B,Filtro de Óleo Moura - Gol G5,Moura,141,COR-19-A,487.97
SCR-61971-X,Vela de Ignição NGK - Hilux,NGK,39,COR-9-A,1027.43
SCR-44245-X,Vela de Ignição Fram - Palio,Fram,73,COR-14-B,130.17
SCR-58397-A,Lâmpada H4 Monroe - Gol G5,Monroe,95,COR-5-C,609.77
SCR-76622-B,Filtro de Óleo Fram - HB20,Fram,10,COR-16-C,1002.02
SCR-54981-X,Pastilha de Freio Monroe - Onix,Monroe,22,COR-20-B,1189.72
SCR-31482-X,Lâmpada H4 Bosch - Compass,Bosch,39,COR-2-B,1092.02
SCR-56342-X,Cabo de Vela Bosch - Compass,Bosch,59,COR-11-B,358.7
SCR-71487-X,Amortecedor Monroe - HB20,Monroe,32,COR-2-A,1050.13
SCR-86405-A,Junta Homocinética Bosch - Compass,Bosch,88,COR-4-C,79.36
SCR-65182-X,Radiador NGK - Compass,NGK,62,COR-4-B,719.27
SCR-92100-X,Junta Homocinética Magneti Marelli - Gol G5,Magneti Marelli,34,COR-5-C,642.46
SCR-72717-B,Amortecedor Bosch - Hilux,Bosch,57,COR-18-A,461.55
SCR-23663-X,Palheta Nakata - Compass,Nakata,46,COR-12-A,634.12
